company,industry,region,lead_source,job_title,current_plan,employees,annual_revenue_musd,trial_users,pricing_page_visits,daily_active_users,invited_teammates,webinar_attended,support_tickets,days_since_signup,email_opens,product_sessions,feature_events,buying_intent_score,icp_match_score,converted
EdTech Co 1627,EdTech,North America,Paid Ads,C-Level,Growth,576,5.02,16,82,24,3,0,7,292,22,52,175,68,34,0
Manufacturing Co 1628,Manufacturing,LATAM,LinkedIn,C-Level,Starter,19,0.68,5,29,10,8,0,2,147,32,62,156,78,35,0
SaaS Co 1629,SaaS,India,Webinar,Manager,Free Trial,21,0.69,32,76,8,7,0,1,205,28,59,128,7,33,0
Cybersecurity Co 1630,Cybersecurity,India,Referral,Individual Contributor,Starter,18,0.7,19,73,10,11,0,5,240,25,66,87,70,19,1
FinTech Co 1631,FinTech,LATAM,Conference,VP,Enterprise,42,0.42,2,26,6,4,0,4,213,7,9,48,26,13,0
RealEstate Co 1632,Real Estate,APAC,Organic Search,C-Level,Growth,1741,14.61,38,77,18,11,0,5,23,6,92,129,83,69,0
SaaS Co 1633,SaaS,Europe,Partner,C-Level,Growth,16,0.3,5,45,4,10,0,5,87,38,126,6,30,96,0
EdTech Co 1634,EdTech,APAC,Conference,Individual Contributor,Free Trial,15,0.56,30,2,9,8,1,5,71,12,129,89,93,55,0
RealEstate Co 1635,Real Estate,APAC,Referral,Individual Contributor,Enterprise,337,7.72,53,8,23,15,1,6,88,11,78,115,60,53,0
Cybersecurity Co 1636,Cybersecurity,North America,Conference,VP,Starter,1123,30.3,1,28,7,18,1,2,357,3,72,21,82,13,1
Manufacturing Co 1637,Manufacturing,Middle East,Webinar,Director,Enterprise,70,2.65,49,62,7,5,0,2,257,10,129,210,48,80,0
RealEstate Co 1638,Real Estate,APAC,Partner,C-Level,Enterprise,212,7.86,23,49,4,5,0,9,44,17,100,10,13,35,0
EdTech Co 1639,EdTech,APAC,Referral,Director,Enterprise,68,0.79,46,2,39,8,0,4,390,32,114,75,69,27,1
FinTech Co 1640,FinTech,APAC,Referral,Director,Enterprise,2245,73.75,15,21,17,15,0,3,255,13,83,214,54,90,1
SaaS Co 1641,SaaS,LATAM,Referral,VP,Growth,30,0.95,34,52,26,12,0,3,200,4,123,122,26,92,1
EdTech Co 1642,EdTech,Europe,LinkedIn,Director,Starter,1544,14.46,29,25,11,10,0,6,340,19,74,115,10,48,0
SaaS Co 1643,SaaS,Middle East,Webinar,Manager,Enterprise,753,20.73,9,12,6,14,1,2,291,14,101,121,12,41,0
SaaS Co 1644,SaaS,Middle East,Organic Search,C-Level,Growth,564,15.24,43,40,5,13,1,6,80,1,82,115,38,36,1
E-commerce Co 1645,E-commerce,Middle East,Email Campaign,C-Level,Growth,212,7.28,23,19,23,8,0,2,102,31,0,193,39,59,0
Healthcare Co 1646,Healthcare,LATAM,Conference,Individual Contributor,Growth,27,0.64,17,14,12,14,1,9,90,27,100,68,26,23,0
EdTech Co 1647,EdTech,LATAM,Organic Search,VP,Starter,110,1.26,39,23,19,6,0,4,387,31,10,214,91,67,0
E-commerce Co 1648,E-commerce,Europe,Conference,Director,Growth,1367,20.89,7,90,14,12,1,2,264,13,107,200,55,69,1
EdTech Co 1649,EdTech,APAC,LinkedIn,Individual Contributor,Starter,24,0.79,32,3,26,8,0,7,385,28,89,106,48,53,0
SaaS Co 1650,SaaS,LATAM,Organic Search,C-Level,Starter,13,0.39,24,18,11,6,0,5,317,5,100,203,69,32,1
SaaS Co 1651,SaaS,Middle East,Webinar,C-Level,Free Trial,11,0.11,48,64,25,0,0,4,154,9,86,189,18,31,1
Cybersecurity Co 1652,Cybersecurity,North America,Paid Ads,VP,Enterprise,5,0.19,10,65,4,11,1,5,45,3,43,5,75,6,0
RealEstate Co 1653,Real Estate,North America,Partner,Individual Contributor,Free Trial,1404,18.31,54,38,4,11,0,2,129,21,54,31,18,86,0
Manufacturing Co 1654,Manufacturing,APAC,Paid Ads,C-Level,Growth,6,0.09,34,53,25,9,1,7,290,33,15,38,88,48,0
Healthcare Co 1655,Healthcare,North America,Conference,Manager,Enterprise,21,0.49,6,80,7,14,0,7,208,3,41,172,40,67,0
EdTech Co 1656,EdTech,Middle East,Webinar,C-Level,Enterprise,20,0.63,45,17,12,17,0,3,228,23,59,54,64,81,0
Healthcare Co 1657,Healthcare,APAC,Conference,C-Level,Starter,12,0.11,42,25,1,3,0,8,374,1,33,159,89,95,0
FinTech Co 1658,FinTech,Middle East,Organic Search,Director,Growth,373,5.48,39,46,24,9,1,0,287,23,120,62,90,27,1
Manufacturing Co 1659,Manufacturing,North America,Email Campaign,VP,Growth,6,0.12,31,60,32,16,0,3,246,38,87,70,70,62,0
Healthcare Co 1660,Healthcare,APAC,LinkedIn,Individual Contributor,Enterprise,11,0.32,30,12,36,4,1,8,263,38,50,35,45,22,0
FinTech Co 1661,FinTech,India,Organic Search,C-Level,Starter,106,3.32,47,70,22,0,0,1,69,0,13,40,46,83,0
E-commerce Co 1662,E-commerce,LATAM,Webinar,C-Level,Free Trial,753,25.73,55,42,36,12,0,7,326,0,75,107,73,29,1
SaaS Co 1663,SaaS,LATAM,LinkedIn,Manager,Free Trial,14,0.36,51,57,25,1,0,3,349,6,30,4,10,14,0
RealEstate Co 1664,Real Estate,North America,Partner,Individual Contributor,Enterprise,407,14.28,23,10,25,16,0,4,112,15,0,90,18,27,0
E-commerce Co 1665,E-commerce,India,Referral,Individual Contributor,Starter,12,0.33,53,64,27,13,0,5,359,35,58,77,33,43,0
Healthcare Co 1666,Healthcare,North America,Partner,Director,Free Trial,3085,87.89,6,88,7,6,0,4,193,26,51,103,34,43,0
FinTech Co 1667,FinTech,North America,Partner,Manager,Enterprise,180,4.31,12,14,9,18,0,3,299,26,42,25,54,71,0
SaaS Co 1668,SaaS,Europe,Conference,Individual Contributor,Growth,42,0.65,23,82,31,8,1,1,11,33,84,50,75,6,0
FinTech Co 1669,FinTech,Europe,Partner,Manager,Free Trial,11,0.22,30,33,12,13,1,4,7,1,61,76,68,5,0
Healthcare Co 1670,Healthcare,APAC,Referral,Individual Contributor,Enterprise,312,7.19,41,13,29,11,0,6,376,35,53,148,45,89,0
Manufacturing Co 1671,Manufacturing,Europe,Email Campaign,Director,Growth,222,8.83,36,52,20,17,0,9,193,19,26,108,99,69,0
Healthcare Co 1672,Healthcare,APAC,Paid Ads,Manager,Growth,8,0.26,8,36,5,9,1,2,198,0,51,195,52,74,0
EdTech Co 1673,EdTech,LATAM,Email Campaign,C-Level,Starter,431,14.73,19,39,16,14,1,9,265,30,86,75,81,20,0
SaaS Co 1674,SaaS,LATAM,Conference,Individual Contributor,Enterprise,840,32.25,37,53,0,8,1,6,343,17,1,62,70,61,0
Healthcare Co 1675,Healthcare,Europe,Webinar,VP,Free Trial,1651,57.24,32,68,8,7,0,1,107,21,74,59,46,8,1
SaaS Co 1676,SaaS,APAC,Email Campaign,VP,Free Trial,7,0.13,5,37,4,16,0,6,335,17,56,33,81,73,0
Manufacturing Co 1677,Manufacturing,Middle East,Organic Search,Manager,Growth,164,2.47,27,10,35,4,0,7,112,20,24,102,89,40,0
Manufacturing Co 1678,Manufacturing,Europe,Paid Ads,Manager,Free Trial,770,29.99,24,62,18,8,0,2,46,0,107,92,40,5,0
Manufacturing Co 1679,Manufacturing,Europe,Organic Search,Individual Contributor,Growth,110,1.03,42,53,24,1,1,8,274,6,114,13,53,49,0
Healthcare Co 1680,Healthcare,LATAM,Referral,VP,Growth,308,5.03,32,59,21,10,0,5,383,20,65,180,71,15,1
E-commerce Co 1681,E-commerce,India,Webinar,Manager,Growth,2062,46.6,39,35,10,10,0,7,46,35,112,164,28,16,0
FinTech Co 1682,FinTech,Europe,Webinar,Director,Enterprise,34,1.2,43,4,27,18,0,9,338,31,43,61,60,46,1
FinTech Co 1683,FinTech,India,Webinar,Director,Starter,2239,23.29,54,65,38,6,1,6,360,38,90,212,38,57,1
FinTech Co 1684,FinTech,North America,Organic Search,Director,Growth,332,8.53,32,3,22,6,0,2,187,38,107,0,69,43,1
RealEstate Co 1685,Real Estate,Middle East,Email Campaign,Director,Enterprise,174,3.01,10,36,15,2,0,4,45,9,122,72,19,45,0
SaaS Co 1686,SaaS,APAC,Conference,Individual Contributor,Free Trial,545,9.38,9,70,0,8,0,1,173,20,17,31,62,80,0
EdTech Co 1687,EdTech,LATAM,Email Campaign,Individual Contributor,Growth,8,0.19,12,10,2,4,0,0,302,7,61,61,40,19,0
Manufacturing Co 1688,Manufacturing,North America,Conference,VP,Starter,152,5.5,55,9,35,5,0,0,238,13,71,112,42,41,1
Manufacturing Co 1689,Manufacturing,India,LinkedIn,Director,Growth,60,1.13,43,85,28,3,0,7,261,6,32,175,68,30,0
RealEstate Co 1690,Real Estate,India,Webinar,VP,Starter,1011,37.56,16,31,19,2,1,1,82,9,49,216,15,53,0
SaaS Co 1691,SaaS,Middle East,Email Campaign,C-Level,Enterprise,206,5.73,34,51,9,4,0,3,56,11,56,88,32,48,0
EdTech Co 1692,EdTech,North America,Email Campaign,Director,Free Trial,3282,95.93,49,29,11,2,1,5,27,17,107,205,59,31,0
Cybersecurity Co 1693,Cybersecurity,APAC,Organic Search,VP,Enterprise,2258,35.27,48,15,35,11,0,4,85,17,82,73,21,38,1
E-commerce Co 1694,E-commerce,North America,Paid Ads,C-Level,Starter,65,1.66,23,64,4,1,1,9,127,33,128,110,91,48,0
Manufacturing Co 1695,Manufacturing,North America,LinkedIn,Individual Contributor,Starter,339,12.65,1,58,7,10,0,3,29,21,14,71,29,6,0
Manufacturing Co 1696,Manufacturing,LATAM,Conference,Director,Growth,878,13.74,44,80,35,3,0,8,373,4,17,66,65,8,0
RealEstate Co 1697,Real Estate,Europe,Referral,Manager,Free Trial,113,0.91,5,78,6,10,1,8,250,22,2,198,81,41,0
SaaS Co 1698,SaaS,Middle East,Conference,Director,Enterprise,54,0.88,48,24,12,17,0,6,12,29,57,209,13,27,0
Manufacturing Co 1699,Manufacturing,North America,Organic Search,VP,Growth,1187,26,50,54,36,5,0,6,338,3,98,89,95,86,0
EdTech Co 1700,EdTech,APAC,Organic Search,Director,Growth,3278,91.78,6,84,13,16,1,2,115,10,40,105,39,97,0
EdTech Co 1701,EdTech,India,Partner,Manager,Starter,204,5.82,9,78,14,5,0,3,392,32,22,58,48,96,0
SaaS Co 1702,SaaS,Europe,Paid Ads,C-Level,Free Trial,11,0.17,11,87,1,15,0,6,306,18,128,53,83,48,0
Manufacturing Co 1703,Manufacturing,APAC,Partner,Individual Contributor,Starter,18,0.27,27,25,18,14,0,8,398,33,111,102,39,29,0
Manufacturing Co 1704,Manufacturing,Middle East,Webinar,Individual Contributor,Free Trial,436,11.62,40,71,5,12,1,0,358,19,63,114,90,56,0
Healthcare Co 1705,Healthcare,Middle East,Email Campaign,VP,Growth,5,0.11,41,58,11,11,1,8,99,37,105,80,62,8,0
Healthcare Co 1706,Healthcare,LATAM,Referral,Manager,Free Trial,1536,23.96,46,20,31,1,1,5,175,0,31,104,90,55,0
SaaS Co 1707,SaaS,APAC,Referral,C-Level,Growth,119,4.27,19,50,21,8,1,2,265,31,0,49,57,59,1
SaaS Co 1708,SaaS,North America,Organic Search,VP,Starter,1071,19.57,38,42,12,13,0,2,162,0,25,82,67,37,1
E-commerce Co 1709,E-commerce,North America,Organic Search,Manager,Free Trial,308,5.41,19,48,6,2,0,4,201,35,39,26,47,60,0
Manufacturing Co 1710,Manufacturing,LATAM,Organic Search,Director,Free Trial,385,5.49,11,4,10,3,0,8,210,38,46,186,84,19,0
Cybersecurity Co 1711,Cybersecurity,North America,Referral,Manager,Enterprise,3420,126.92,48,31,30,2,0,8,95,28,80,183,90,50,1
SaaS Co 1712,SaaS,North America,LinkedIn,Manager,Growth,19,0.34,25,4,7,1,1,2,385,1,99,92,35,24,1
Healthcare Co 1713,Healthcare,Middle East,Webinar,C-Level,Enterprise,60,1.23,16,61,0,18,0,9,67,11,97,167,67,45,0
Cybersecurity Co 1714,Cybersecurity,India,LinkedIn,C-Level,Starter,78,1,29,57,3,1,1,2,183,19,83,54,73,99,1
E-commerce Co 1715,E-commerce,Middle East,Organic Search,VP,Enterprise,2797,35.72,36,52,23,15,0,6,153,30,37,184,25,88,0
Manufacturing Co 1716,Manufacturing,North America,Conference,VP,Starter,3224,103.02,27,41,8,0,1,7,162,38,84,216,52,27,0
E-commerce Co 1717,E-commerce,India,LinkedIn,Individual Contributor,Enterprise,213,5.17,48,11,39,18,0,0,327,23,67,69,10,99,0
Cybersecurity Co 1718,Cybersecurity,LATAM,Email Campaign,Director,Enterprise,263,9.17,50,61,37,9,0,8,200,13,22,109,99,25,0
E-commerce Co 1719,E-commerce,LATAM,Webinar,Manager,Growth,112,1.99,3,18,2,15,0,6,183,16,46,93,27,37,0
SaaS Co 1720,SaaS,APAC,Paid Ads,Individual Contributor,Starter,11,0.27,0,40,2,17,1,3,108,8,32,47,87,54,0
EdTech Co 1721,EdTech,Europe,Email Campaign,C-Level,Enterprise,670,6.26,3,11,9,15,1,8,162,20,31,161,86,65,0
Healthcare Co 1722,Healthcare,APAC,LinkedIn,Director,Starter,72,2.88,51,39,11,6,1,5,207,23,112,211,77,73,1
Manufacturing Co 1723,Manufacturing,Middle East,Webinar,Individual Contributor,Free Trial,1418,15.5,13,7,16,1,0,4,318,15,37,36,20,42,0
FinTech Co 1724,FinTech,Middle East,LinkedIn,VP,Growth,29,0.61,18,82,5,7,1,7,319,18,115,117,79,41,1
E-commerce Co 1725,E-commerce,LATAM,Paid Ads,Director,Free Trial,23,0.79,33,24,30,8,0,9,326,31,104,214,36,71,0
Healthcare Co 1726,Healthcare,Middle East,Referral,Individual Contributor,Free Trial,130,3.25,33,31,38,3,0,7,114,12,36,186,57,36,0
Healthcare Co 1727,Healthcare,APAC,Partner,C-Level,Free Trial,193,4.01,21,36,22,3,0,3,308,10,85,51,42,98,0
E-commerce Co 1728,E-commerce,APAC,Paid Ads,VP,Free Trial,231,7.26,18,87,1,4,1,6,397,12,114,203,5,71,0
EdTech Co 1729,EdTech,Middle East,Webinar,Director,Enterprise,422,4.93,4,16,0,13,0,5,157,2,25,208,34,73,0
Healthcare Co 1730,Healthcare,North America,Email Campaign,C-Level,Free Trial,9,0.2,36,11,39,15,0,4,85,38,83,79,10,100,1
EdTech Co 1731,EdTech,Middle East,Referral,C-Level,Growth,728,15.13,49,14,30,12,0,8,46,5,91,176,8,69,0
Cybersecurity Co 1732,Cybersecurity,North America,LinkedIn,Manager,Starter,330,12.14,6,73,13,11,0,1,201,20,91,61,15,87,1
Healthcare Co 1733,Healthcare,Middle East,Partner,C-Level,Enterprise,349,4.41,11,73,6,0,0,6,16,1,103,177,47,29,0
E-commerce Co 1734,E-commerce,India,Referral,Individual Contributor,Growth,18,0.63,0,89,8,5,0,3,372,8,74,116,94,82,0
FinTech Co 1735,FinTech,APAC,Organic Search,Director,Growth,76,1.59,4,14,9,5,0,8,109,38,99,171,16,42,0
Manufacturing Co 1736,Manufacturing,North America,Paid Ads,Director,Free Trial,12,0.45,7,23,13,15,1,0,374,30,83,22,49,26,0
SaaS Co 1737,SaaS,Middle East,Webinar,VP,Enterprise,352,12.3,12,2,3,11,0,4,235,22,10,58,8,69,1
SaaS Co 1738,SaaS,Europe,Paid Ads,C-Level,Starter,29,0.78,29,52,36,5,1,1,353,10,39,4,36,27,0
FinTech Co 1739,FinTech,Europe,Conference,VP,Free Trial,16,0.46,51,82,3,1,0,6,370,32,6,88,71,99,1
SaaS Co 1740,SaaS,LATAM,Paid Ads,VP,Enterprise,353,11.85,19,28,3,14,0,1,157,14,61,188,33,91,0
SaaS Co 1741,SaaS,North America,Partner,Manager,Starter,24,0.84,32,5,24,7,1,7,270,1,97,18,80,26,1
EdTech Co 1742,EdTech,APAC,Email Campaign,Individual Contributor,Enterprise,11,0.3,42,68,37,1,0,1,148,32,12,59,32,36,0
FinTech Co 1743,FinTech,Europe,Referral,C-Level,Free Trial,725,13.44,41,84,20,11,0,5,276,17,5,146,24,90,1
FinTech Co 1744,FinTech,APAC,Organic Search,Manager,Enterprise,671,8.91,2,74,4,16,1,4,73,18,111,93,19,66,0
Cybersecurity Co 1745,Cybersecurity,LATAM,LinkedIn,Individual Contributor,Enterprise,410,11.77,51,57,12,8,0,1,232,27,111,210,58,15,0
Cybersecurity Co 1746,Cybersecurity,India,Referral,Manager,Enterprise,304,7.56,20,77,0,12,1,6,330,5,31,81,55,88,1
RealEstate Co 1747,Real Estate,North America,Conference,Director,Enterprise,23,0.56,45,4,5,17,0,9,177,21,91,196,47,48,0
Healthcare Co 1748,Healthcare,Europe,Referral,Manager,Free Trial,83,1.76,42,87,28,6,1,2,193,29,49,143,88,42,1
E-commerce Co 1749,E-commerce,North America,Partner,Manager,Starter,176,1.95,27,24,26,12,1,1,268,24,67,193,98,36,0
EdTech Co 1750,EdTech,North America,Paid Ads,Director,Growth,37,1.18,49,67,27,18,0,3,10,21,99,24,39,5,0
Healthcare Co 1751,Healthcare,Middle East,Organic Search,Manager,Starter,85,2.25,6,49,8,14,0,4,60,9,6,137,50,12,0
Cybersecurity Co 1752,Cybersecurity,APAC,Partner,Manager,Enterprise,21,0.34,19,69,27,8,0,9,17,10,104,74,72,46,0
Manufacturing Co 1753,Manufacturing,APAC,Organic Search,Manager,Starter,1490,17.78,7,12,15,3,1,6,22,1,80,63,21,61,0
EdTech Co 1754,EdTech,LATAM,Referral,Individual Contributor,Enterprise,3353,95.08,21,29,18,14,1,9,101,11,75,61,51,83,0
Healthcare Co 1755,Healthcare,LATAM,Conference,Manager,Enterprise,196,6.46,24,75,5,0,0,1,76,7,128,64,65,97,0
SaaS Co 1756,SaaS,India,LinkedIn,VP,Free Trial,1772,25.45,45,41,25,18,1,0,160,30,113,133,11,67,1
Cybersecurity Co 1757,Cybersecurity,Middle East,Paid Ads,Manager,Growth,25,0.66,4,27,1,8,0,9,349,15,51,202,5,61,0
Healthcare Co 1758,Healthcare,India,Paid Ads,C-Level,Starter,7,0.09,49,17,32,16,0,2,329,14,99,3,43,46,0
E-commerce Co 1759,E-commerce,APAC,Email Campaign,Individual Contributor,Free Trial,17,0.44,44,43,0,2,1,8,5,23,62,45,93,45,0
E-commerce Co 1760,E-commerce,Middle East,LinkedIn,Director,Enterprise,8,0.29,41,41,35,12,1,2,99,0,28,2,66,40,0
E-commerce Co 1761,E-commerce,LATAM,Organic Search,VP,Enterprise,52,1.95,23,52,6,11,0,1,99,11,22,158,72,12,0
E-commerce Co 1762,E-commerce,LATAM,Partner,Manager,Growth,6,0.08,44,22,37,4,0,4,231,3,81,72,87,41,0
E-commerce Co 1763,E-commerce,LATAM,Partner,Individual Contributor,Enterprise,10,0.32,36,66,27,4,0,4,28,19,71,207,54,25,0
Manufacturing Co 1764,Manufacturing,India,Paid Ads,Director,Growth,6,0.08,11,12,13,11,0,7,203,37,13,187,55,97,0
SaaS Co 1765,SaaS,LATAM,Paid Ads,Individual Contributor,Enterprise,15,0.48,19,66,11,5,0,2,36,25,23,36,53,13,0
Healthcare Co 1766,Healthcare,India,LinkedIn,Manager,Enterprise,69,1.32,30,53,0,14,0,6,372,29,43,204,57,66,0
FinTech Co 1767,FinTech,India,Partner,VP,Enterprise,13,0.13,51,20,15,5,0,9,279,10,11,213,70,69,0
FinTech Co 1768,FinTech,LATAM,LinkedIn,Director,Starter,168,5.12,12,73,10,15,0,3,333,36,93,96,98,97,1
RealEstate Co 1769,Real Estate,North America,Partner,Individual Contributor,Free Trial,27,0.56,0,54,4,15,1,6,117,13,128,212,10,95,0
Cybersecurity Co 1770,Cybersecurity,India,Webinar,C-Level,Free Trial,11,0.3,19,46,15,11,0,4,35,19,21,22,83,56,1
FinTech Co 1771,FinTech,LATAM,Paid Ads,C-Level,Enterprise,376,13.29,20,7,15,0,0,1,21,29,10,22,17,84,0
EdTech Co 1772,EdTech,Europe,Conference,Manager,Free Trial,12,0.2,15,78,13,7,0,9,111,4,51,71,42,58,0
RealEstate Co 1773,Real Estate,India,Webinar,Director,Starter,24,0.2,50,60,23,10,0,5,195,7,80,28,80,29,0
SaaS Co 1774,SaaS,Europe,Webinar,Director,Starter,2744,95.81,37,41,36,17,1,0,124,38,114,161,39,75,1
FinTech Co 1775,FinTech,India,Organic Search,VP,Enterprise,71,0.79,5,17,2,4,0,6,177,27,42,216,27,70,0
RealEstate Co 1776,Real Estate,North America,Organic Search,C-Level,Enterprise,1161,13.05,0,43,7,6,1,8,93,14,5,67,9,77,0
Cybersecurity Co 1777,Cybersecurity,Europe,Webinar,C-Level,Growth,19,0.37,23,70,31,15,0,1,128,22,124,199,40,45,1
Healthcare Co 1778,Healthcare,LATAM,Referral,VP,Starter,20,0.61,23,11,13,3,0,0,276,0,66,35,64,34,0
E-commerce Co 1779,E-commerce,Middle East,Partner,Manager,Growth,135,1.44,21,49,18,6,0,0,99,10,130,4,86,94,0
Healthcare Co 1780,Healthcare,Europe,Conference,C-Level,Growth,64,1.6,44,2,26,5,1,4,17,24,84,172,55,48,1
Healthcare Co 1781,Healthcare,India,Conference,Individual Contributor,Free Trial,6,0.22,9,83,6,18,0,5,4,8,72,30,88,26,0
Cybersecurity Co 1782,Cybersecurity,Middle East,Paid Ads,Manager,Enterprise,7,0.15,4,15,4,12,0,5,337,25,78,206,84,83,0
Manufacturing Co 1783,Manufacturing,Europe,Email Campaign,VP,Enterprise,9,0.08,29,54,34,2,0,1,10,11,91,115,7,91,0
RealEstate Co 1784,Real Estate,India,Organic Search,Manager,Free Trial,29,0.89,42,83,19,5,1,6,141,35,60,46,39,36,0
Manufacturing Co 1785,Manufacturing,LATAM,Webinar,Individual Contributor,Starter,47,1.78,35,46,23,14,0,5,4,7,3,72,46,26,0
Healthcare Co 1786,Healthcare,India,LinkedIn,Manager,Enterprise,9,0.32,9,9,13,4,1,6,215,34,29,31,72,33,0
E-commerce Co 1787,E-commerce,APAC,Webinar,Individual Contributor,Free Trial,394,7.51,50,71,10,9,0,5,126,24,45,127,35,70,0
RealEstate Co 1788,Real Estate,Europe,LinkedIn,Individual Contributor,Starter,83,1.47,30,75,4,2,0,6,123,35,116,2,13,77,0
RealEstate Co 1789,Real Estate,Middle East,Referral,C-Level,Starter,138,4.31,35,43,40,3,0,9,194,13,126,99,41,29,0
FinTech Co 1790,FinTech,India,Referral,Manager,Free Trial,1401,28.38,5,11,0,4,0,9,43,17,41,32,23,38,0
Cybersecurity Co 1791,Cybersecurity,Europe,Referral,C-Level,Starter,527,7.81,12,34,13,5,1,0,346,9,9,159,43,10,1
Healthcare Co 1792,Healthcare,India,Webinar,Manager,Free Trial,229,7.14,41,85,10,7,0,9,321,10,13,135,36,12,0
SaaS Co 1793,SaaS,India,Paid Ads,C-Level,Growth,101,1.57,35,3,15,0,0,5,351,7,69,61,86,100,0
SaaS Co 1794,SaaS,APAC,Referral,Director,Starter,487,8.45,6,13,5,18,0,0,75,21,41,209,33,79,1
EdTech Co 1795,EdTech,LATAM,Referral,VP,Starter,9,0.16,11,81,4,6,0,4,323,38,96,81,15,67,0
EdTech Co 1796,EdTech,LATAM,LinkedIn,Director,Starter,1796,35.85,30,83,11,16,0,8,320,7,23,73,36,31,1
EdTech Co 1797,EdTech,APAC,LinkedIn,Manager,Enterprise,229,4.77,28,29,21,6,1,3,168,29,105,122,89,67,0
Cybersecurity Co 1798,Cybersecurity,North America,Conference,Individual Contributor,Growth,6,0.23,44,8,26,13,0,6,390,11,24,220,70,15,0
EdTech Co 1799,EdTech,North America,Webinar,Individual Contributor,Enterprise,49,1.18,16,40,13,5,0,9,218,32,28,166,25,68,0
EdTech Co 1800,EdTech,Middle East,LinkedIn,Individual Contributor,Enterprise,346,7.44,5,31,4,1,1,0,290,11,31,36,75,45,0
RealEstate Co 1801,Real Estate,Europe,Email Campaign,VP,Growth,461,7.85,42,59,37,18,0,0,297,26,38,32,10,70,0
SaaS Co 1802,SaaS,LATAM,Paid Ads,Individual Contributor,Growth,58,0.97,41,38,40,3,0,4,281,4,106,96,86,36,0
Healthcare Co 1803,Healthcare,APAC,Partner,Individual Contributor,Growth,2345,86.46,3,50,0,6,0,7,363,8,65,135,24,20,0
Manufacturing Co 1804,Manufacturing,India,Partner,Individual Contributor,Free Trial,2733,96.81,36,45,27,17,0,8,270,16,1,189,98,92,0
Manufacturing Co 1805,Manufacturing,APAC,Conference,C-Level,Growth,511,18.39,41,53,19,4,0,7,300,36,81,152,68,58,0
Manufacturing Co 1806,Manufacturing,India,Conference,Individual Contributor,Free Trial,226,3.26,17,71,20,15,1,8,69,10,81,68,87,74,0
RealEstate Co 1807,Real Estate,Middle East,Webinar,Manager,Growth,20,0.29,11,51,17,13,0,1,181,4,34,156,19,72,0
Cybersecurity Co 1808,Cybersecurity,Europe,Paid Ads,VP,Enterprise,11,0.38,25,88,24,14,0,2,8,35,70,117,66,20,1
Manufacturing Co 1809,Manufacturing,LATAM,Partner,Director,Enterprise,11,0.22,45,25,4,7,0,5,78,34,24,124,45,42,0
EdTech Co 1810,EdTech,Middle East,Paid Ads,C-Level,Growth,45,0.6,6,12,4,17,1,3,265,0,5,1,68,10,0
Healthcare Co 1811,Healthcare,India,Organic Search,C-Level,Free Trial,22,0.8,27,44,30,5,0,4,338,10,79,115,35,75,0
SaaS Co 1812,SaaS,India,Partner,Director,Enterprise,562,13.09,1,61,4,14,0,6,272,37,33,38,43,39,0
Manufacturing Co 1813,Manufacturing,Europe,Referral,VP,Free Trial,2740,88.66,12,37,11,3,0,1,76,1,38,101,84,22,0
Manufacturing Co 1814,Manufacturing,India,LinkedIn,Manager,Free Trial,65,1.4,41,6,2,8,0,8,19,23,72,162,48,7,0
EdTech Co 1815,EdTech,APAC,Paid Ads,Individual Contributor,Free Trial,6,0.24,53,15,8,3,1,2,233,16,64,42,47,43,0
RealEstate Co 1816,Real Estate,Europe,LinkedIn,Individual Contributor,Growth,204,4.24,32,70,23,3,1,5,202,29,41,168,34,85,0
RealEstate Co 1817,Real Estate,Europe,Referral,Director,Free Trial,671,12.17,43,44,32,11,0,1,226,15,126,45,38,59,0
FinTech Co 1818,FinTech,North America,Referral,Director,Free Trial,17,0.34,23,85,3,14,1,6,56,18,15,186,19,20,1
RealEstate Co 1819,Real Estate,Europe,Conference,Manager,Enterprise,227,8.52,55,84,39,16,0,5,72,37,94,139,80,74,0
Cybersecurity Co 1820,Cybersecurity,Europe,Email Campaign,VP,Free Trial,872,30.11,41,38,40,13,1,3,365,32,83,129,86,62,1
FinTech Co 1821,FinTech,LATAM,Email Campaign,C-Level,Growth,6,0.18,40,60,20,14,1,6,191,19,53,48,61,88,1
RealEstate Co 1822,Real Estate,Europe,Email Campaign,Director,Enterprise,17,0.58,35,5,26,15,1,2,45,9,82,146,29,57,0
RealEstate Co 1823,Real Estate,Europe,Referral,Manager,Free Trial,16,0.35,12,8,2,11,0,5,181,31,69,61,36,22,0
EdTech Co 1824,EdTech,Middle East,Partner,VP,Free Trial,247,3.11,54,34,17,7,0,1,287,3,85,139,20,54,0
SaaS Co 1825,SaaS,APAC,Referral,Manager,Growth,630,13.14,39,46,33,4,0,4,374,14,126,186,46,28,1
Cybersecurity Co 1826,Cybersecurity,Europe,Referral,Individual Contributor,Free Trial,57,0.72,10,28,8,0,1,6,85,20,17,150,57,30,0
Cybersecurity Co 1827,Cybersecurity,Europe,Referral,Director,Enterprise,3065,36.21,7,7,15,10,1,8,81,7,42,95,80,51,1
